timestamp,app_name,error_code,message
2025-01-01 00:40:40,Outlook,APP4995,GPU failure
2025-01-01 00:40:50,Outlook,APP7209,Network timeout
2025-01-01 00:41:00,Chrome,APP9098,GPU failure
2025-01-01 00:41:10,Excel,APP3979,Extension crash
2025-01-01 00:41:20,Spotify,APP6813,GPU failure
2025-01-01 00:41:30,Teams,APP6576,Network timeout
2025-01-01 00:41:40,Teams,APP1166,Corrupted config
2025-01-01 00:41:50,Spotify,APP2402,DLL missing
2025-01-01 00:42:00,Word,APP9004,Corrupted config
2025-01-01 00:42:10,Spotify,APP8800,Access denied
2025-01-01 00:42:20,Outlook,APP8342,GPU failure
2025-01-01 00:42:30,Chrome,APP2524,Network timeout
2025-01-01 00:42:40,Spotify,APP7625,Access denied
2025-01-01 00:42:50,Spotify,APP6016,Access denied
2025-01-01 00:43:00,Excel,APP8753,Corrupted config
2025-01-01 00:43:10,Firefox,APP6632,Extension crash
2025-01-01 00:43:20,Firefox,APP6419,Network timeout
2025-01-01 00:43:30,Outlook,APP5438,Network timeout
2025-01-01 00:43:40,Teams,APP4777,Out of memory
2025-01-01 00:43:50,Spotify,APP6169,Out of memory
2025-01-01 00:44:00,Firefox,APP4033,DLL missing
2025-01-01 00:44:10,Spotify,APP8933,Network timeout
2025-01-01 00:44:20,Firefox,APP5636,Out of memory
2025-01-01 00:44:30,Spotify,APP5853,DLL missing
2025-01-01 00:44:40,Excel,APP3939,Network timeout
2025-01-01 00:44:50,Chrome,APP9751,DLL missing
2025-01-01 00:45:00,Teams,APP1745,Out of memory
2025-01-01 00:45:10,Firefox,APP5786,Access denied
2025-01-01 00:45:20,Zoom,APP9042,Out of memory
2025-01-01 00:45:30,Chrome,APP5658,Extension crash
2025-01-01 00:45:40,Outlook,APP8216,Network timeout
2025-01-01 00:45:50,Zoom,APP1841,Network timeout
2025-01-01 00:46:00,Outlook,APP2869,GPU failure
2025-01-01 00:46:10,VSCode,APP7565,Extension crash
2025-01-01 00:46:20,VSCode,APP1878,DLL missing
2025-01-01 00:46:30,Zoom,APP5978,Out of memory
2025-01-01 00:46:40,Spotify,APP2940,Corrupted config
2025-01-01 00:46:50,Word,APP4697,GPU failure
2025-01-01 00:47:00,Firefox,APP7232,Extension crash
2025-01-01 00:47:10,Outlook,APP5871,GPU failure
2025-01-01 00:47:20,Word,APP6003,Corrupted config
2025-01-01 00:47:30,Chrome,APP2625,GPU failure
2025-01-01 00:47:40,Spotify,APP4457,Network timeout
2025-01-01 00:47:50,VSCode,APP3573,DLL missing
2025-01-01 00:48:00,Zoom,APP2229,DLL missing
2025-01-01 00:48:10,Chrome,APP7693,Extension crash
2025-01-01 00:48:20,Outlook,APP5771,Out of memory
2025-01-01 00:48:30,Spotify,APP5720,Access denied
2025-01-01 00:48:40,Teams,APP8438,Out of memory
2025-01-01 00:48:50,Spotify,APP5334,GPU failure
2025-01-01 00:49:00,Spotify,APP7965,Out of memory
2025-01-01 00:49:10,Firefox,APP4683,Access denied
2025-01-01 00:49:20,Zoom,APP5352,GPU failure
2025-01-01 00:49:30,Zoom,APP2169,Out of memory
2025-01-01 00:49:40,Zoom,APP6039,Corrupted config
2025-01-01 00:49:50,Teams,APP8195,Out of memory
2025-01-01 00:50:00,Outlook,APP5982,Access denied
2025-01-01 00:50:10,Word,APP5460,Corrupted config
2025-01-01 00:50:20,Firefox,APP9090,Extension crash
2025-01-01 00:50:30,VSCode,APP1653,Extension crash
2025-01-01 00:50:40,Excel,APP5102,Out of memory
2025-01-01 00:50:50,VSCode,APP4750,Access denied
2025-01-01 00:51:00,Chrome,APP5415,Corrupted config
2025-01-01 00:51:10,Chrome,APP3870,Extension crash
2025-01-01 00:51:20,Firefox,APP8245,Network timeout
2025-01-01 00:51:30,Zoom,APP8141,Access denied
2025-01-01 00:51:40,Outlook,APP2494,Extension crash
2025-01-01 00:51:50,Excel,APP7690,Network timeout
2025-01-01 00:52:00,Excel,APP2713,GPU failure
2025-01-01 00:52:10,Zoom,APP6403,Extension crash
2025-01-01 00:52:20,Outlook,APP5722,Access denied
2025-01-01 00:52:30,Word,APP1601,Extension crash
2025-01-01 00:52:40,VSCode,APP6153,Network timeout
2025-01-01 00:52:50,Excel,APP2899,GPU failure
2025-01-01 00:53:00,Word,APP9431,GPU failure
2025-01-01 00:53:10,Chrome,APP9889,Extension crash
2025-01-01 00:53:20,Word,APP1888,DLL missing
2025-01-01 00:53:30,Firefox,APP6927,Corrupted config
2025-01-01 00:53:40,Outlook,APP8242,GPU failure
2025-01-01 00:53:50,Chrome,APP4335,Network timeout
2025-01-01 00:54:00,Firefox,APP3146,Network timeout
2025-01-01 00:54:10,Outlook,APP8941,Out of memory
2025-01-01 00:54:20,Chrome,APP4920,Access denied
2025-01-01 00:54:30,Zoom,APP6091,Corrupted config
2025-01-01 00:54:40,Chrome,APP7684,Out of memory
2025-01-01 00:54:50,Spotify,APP2858,Extension crash
2025-01-01 00:55:00,VSCode,APP3522,Extension crash
2025-01-01 00:55:10,Teams,APP9337,Access denied
2025-01-01 00:55:20,Teams,APP7807,GPU failure
2025-01-01 00:55:30,Outlook,APP8736,DLL missing
2025-01-01 00:55:40,Outlook,APP3369,Extension crash
2025-01-01 00:55:50,Spotify,APP9327,Access denied
2025-01-01 00:56:00,Zoom,APP2143,Network timeout
2025-01-01 00:56:10,Word,APP6568,GPU failure
2025-01-01 00:56:20,Firefox,APP5377,GPU failure
2025-01-01 00:56:30,Chrome,APP5634,Access denied
2025-01-01 00:56:40,Teams,APP9022,GPU failure
2025-01-01 00:56:50,Zoom,APP8316,Corrupted config
2025-01-01 00:57:00,Outlook,APP6654,Network timeout
2025-01-01 00:57:10,Firefox,APP9903,Extension crash
2025-01-01 00:57:20,Outlook,APP6272,GPU failure
2025-01-01 00:57:30,Spotify,APP4912,Corrupted config
2025-01-01 00:57:40,Word,APP4826,GPU failure
2025-01-01 00:57:50,Word,APP1715,Network timeout
2025-01-01 00:58:00,Outlook,APP7246,Extension crash
2025-01-01 00:58:10,Zoom,APP9115,Out of memory
2025-01-01 00:58:20,Zoom,APP9229,Corrupted config
2025-01-01 00:58:30,Excel,APP2644,GPU failure
2025-01-01 00:58:40,Outlook,APP2633,Corrupted config
2025-01-01 00:58:50,Outlook,APP1251,Access denied
2025-01-01 00:59:00,Zoom,APP7717,GPU failure
2025-01-01 00:59:10,Zoom,APP2225,Extension crash
2025-01-01 00:59:20,Teams,APP6546,Corrupted config
2025-01-01 00:59:30,Word,APP2315,GPU failure
2025-01-01 00:59:40,Excel,APP9742,Extension crash
2025-01-01 00:59:50,Excel,APP8994,GPU failure
2025-01-01 01:00:00,Firefox,APP1588,Corrupted config
2025-01-01 01:00:10,VSCode,APP4846,Access denied
2025-01-01 01:00:20,Teams,APP4727,Access denied
2025-01-01 01:00:30,VSCode,APP8110,Out of memory
2025-01-01 01:00:40,VSCode,APP8269,DLL missing
2025-01-01 01:00:50,Teams,APP1474,Out of memory
2025-01-01 01:01:00,Excel,APP1919,Network timeout
2025-01-01 01:01:10,Excel,APP7141,Extension crash
2025-01-01 01:01:20,Zoom,APP5000,Corrupted config
2025-01-01 01:01:30,Word,APP3950,DLL missing
2025-01-01 01:01:40,Zoom,APP2293,Corrupted config
2025-01-01 01:01:50,Word,APP4945,Extension crash
2025-01-01 01:02:00,Zoom,APP4804,Extension crash
2025-01-01 01:02:10,Teams,APP8529,Network timeout
2025-01-01 01:02:20,Chrome,APP8622,Network timeout
2025-01-01 01:02:30,Firefox,APP3588,Out of memory
2025-01-01 01:02:40,Outlook,APP6661,Corrupted config
2025-01-01 01:02:50,Teams,APP7951,Access denied
2025-01-01 01:03:00,Teams,APP8484,GPU failure
2025-01-01 01:03:10,Teams,APP4263,Extension crash
2025-01-01 01:03:20,Outlook,APP2747,DLL missing
2025-01-01 01:03:30,Word,APP6881,Corrupted config
2025-01-01 01:03:40,Teams,APP5837,Out of memory
2025-01-01 01:03:50,Word,APP5497,Out of memory
2025-01-01 01:04:00,Chrome,APP9138,GPU failure
2025-01-01 01:04:10,Teams,APP4770,Corrupted config
2025-01-01 01:04:20,Excel,APP4588,Access denied
2025-01-01 01:04:30,Spotify,APP5106,Access denied
2025-01-01 01:04:40,Zoom,APP2591,Access denied
2025-01-01 01:04:50,Chrome,APP6061,GPU failure
2025-01-01 01:05:00,Outlook,APP1546,Corrupted config
2025-01-01 01:05:10,Excel,APP3153,Out of memory
2025-01-01 01:05:20,Teams,APP6352,Access denied
2025-01-01 01:05:30,Word,APP3877,DLL missing
2025-01-01 01:05:40,Zoom,APP9837,Network timeout
2025-01-01 01:05:50,Firefox,APP9221,Network timeout
2025-01-01 01:06:00,Zoom,APP5210,GPU failure
2025-01-01 01:06:10,Outlook,APP5835,Access denied
2025-01-01 01:06:20,Excel,APP2886,Extension crash
2025-01-01 01:06:30,VSCode,APP3306,GPU failure
2025-01-01 01:06:40,Spotify,APP7511,GPU failure
2025-01-01 01:06:50,Firefox,APP6992,Out of memory
2025-01-01 01:07:00,Word,APP1228,Network timeout
2025-01-01 01:07:10,Firefox,APP3024,Extension crash
2025-01-01 01:07:20,Excel,APP5295,Corrupted config
2025-01-01 01:07:30,Word,APP7086,Out of memory
2025-01-01 01:07:40,Spotify,APP8724,Out of memory
2025-01-01 01:07:50,Firefox,APP6374,Corrupted config
2025-01-01 01:08:00,Spotify,APP2035,Access denied
2025-01-01 01:08:10,Outlook,APP5951,Access denied
2025-01-01 01:08:20,Word,APP2911,DLL missing
2025-01-01 01:08:30,Chrome,APP1609,Network timeout
2025-01-01 01:08:40,Outlook,APP2902,Out of memory
2025-01-01 01:08:50,Spotify,APP9807,DLL missing
2025-01-01 01:09:00,Word,APP8432,Network timeout
2025-01-01 01:09:10,Firefox,APP7866,Corrupted config
2025-01-01 01:09:20,Zoom,APP7797,Access denied
2025-01-01 01:09:30,VSCode,APP9017,Corrupted config
2025-01-01 01:09:40,Word,APP5583,Out of memory
2025-01-01 01:09:50,Excel,APP4559,Extension crash
2025-01-01 01:10:00,Outlook,APP4868,GPU failure
2025-01-01 01:10:10,Excel,APP2627,Access denied
2025-01-01 01:10:20,Excel,APP9920,Access denied
2025-01-01 01:10:30,Excel,APP1992,Extension crash
2025-01-01 01:10:40,Teams,APP4109,Out of memory
2025-01-01 01:10:50,Outlook,APP2501,Access denied
2025-01-01 01:11:00,Spotify,APP1349,Out of memory
2025-01-01 01:11:10,Excel,APP4990,DLL missing
2025-01-01 01:11:20,Spotify,APP2124,GPU failure
2025-01-01 01:11:30,Firefox,APP4394,Corrupted config
2025-01-01 01:11:40,Spotify,APP4817,Network timeout
2025-01-01 01:11:50,Zoom,APP1046,Network timeout
2025-01-01 01:12:00,Zoom,APP3129,Corrupted config
2025-01-01 01:12:10,Teams,APP3858,Out of memory
2025-01-01 01:12:20,Chrome,APP3159,Out of memory
2025-01-01 01:12:30,Excel,APP4898,Corrupted config
2025-01-01 01:12:40,Excel,APP1258,DLL missing
2025-01-01 01:12:50,Teams,APP1858,DLL missing
2025-01-01 01:13:00,Word,APP9619,Out of memory
2025-01-01 01:13:10,VSCode,APP8802,Extension crash
2025-01-01 01:13:20,Excel,APP9408,Corrupted config
2025-01-01 01:13:30,VSCode,APP8405,Corrupted config
2025-01-01 01:13:40,Spotify,APP1710,Access denied
2025-01-01 01:13:50,Firefox,APP5941,Extension crash
2025-01-01 01:14:00,Chrome,APP1996,Extension crash
2025-01-01 01:14:10,Word,APP7984,Access denied
2025-01-01 01:14:20,VSCode,APP9032,Access denied
2025-01-01 01:14:30,Outlook,APP2204,Out of memory
2025-01-01 01:14:40,Excel,APP3430,Out of memory
2025-01-01 01:14:50,Zoom,APP5505,Corrupted config
2025-01-01 01:15:00,Firefox,APP6327,Extension crash
2025-01-01 01:15:10,Firefox,APP5831,Extension crash
2025-01-01 01:15:20,Firefox,APP8048,Out of memory
2025-01-01 01:15:30,VSCode,APP4522,Extension crash
2025-01-01 01:15:40,Outlook,APP4743,Extension crash
2025-01-01 01:15:50,Excel,APP8430,Extension crash
2025-01-01 01:16:00,Word,APP2557,Network timeout
2025-01-01 01:16:10,Word,APP6120,Access denied
2025-01-01 01:16:20,Teams,APP7132,DLL missing
2025-01-01 01:16:30,Outlook,APP2099,Out of memory
2025-01-01 01:16:40,VSCode,APP2527,Extension crash
2025-01-01 01:16:50,VSCode,APP7105,GPU failure
2025-01-01 01:17:00,Zoom,APP1982,Corrupted config
2025-01-01 01:17:10,Firefox,APP6400,Access denied
2025-01-01 01:17:20,VSCode,APP7730,Network timeout
2025-01-01 01:17:30,Word,APP1842,Network timeout
2025-01-01 01:17:40,Teams,APP6761,Out of memory
2025-01-01 01:17:50,Firefox,APP4485,DLL missing
2025-01-01 01:18:00,Outlook,APP4674,GPU failure
2025-01-01 01:18:10,VSCode,APP6736,GPU failure
2025-01-01 01:18:20,Firefox,APP7022,Out of memory
2025-01-01 01:18:30,Teams,APP4705,GPU failure
2025-01-01 01:18:40,Word,APP1430,Corrupted config
2025-01-01 01:18:50,Teams,APP1474,DLL missing
2025-01-01 01:19:00,Teams,APP6062,Network timeout
2025-01-01 01:19:10,Excel,APP1100,DLL missing
2025-01-01 01:19:20,Zoom,APP7566,Out of memory
2025-01-01 01:19:30,Zoom,APP1502,Out of memory
2025-01-01 01:19:40,Firefox,APP4524,Extension crash
2025-01-01 01:19:50,Word,APP8432,Network timeout
2025-01-01 01:20:00,Zoom,APP7062,Network timeout
2025-01-01 01:20:10,Excel,APP2391,Out of memory
2025-01-01 01:20:20,Zoom,APP3579,GPU failure
2025-01-01 01:20:30,Chrome,APP2336,Network timeout
2025-01-01 01:20:40,Outlook,APP7947,Extension crash
2025-01-01 01:20:50,Outlook,APP7785,Network timeout
2025-01-01 01:21:00,Spotify,APP9394,Out of memory
2025-01-01 01:21:10,Excel,APP8043,Out of memory
2025-01-01 01:21:20,Teams,APP8972,Corrupted config
